task_id,project_id,milestone_id,task_name,description,assigned_to,start_date,end_date,status,priority,estimated_hours
TSK-PRJ-028-012,PRJ-028,6241cba3,Entire car statement get family,Street animal itself media able official call.,EMP-0103,2025-10-16,2025-10-24,Completed,Medium,24
TSK-PRJ-028-013,PRJ-028,c497d0a8,Every apply commercial still everything,Yeah me try particularly thought those evidence.,EMP-0017,2024-12-25,2025-01-27,Completed,Low,8
TSK-PRJ-028-014,PRJ-028,b319f18d,Response drive carry information,Walk my use significant according assume.,EMP-0178,2024-07-10,2024-07-25,Completed,Medium,8
TSK-PRJ-028-015,PRJ-028,13f0e33f,Such though body staff,Fire into section analysis.,EMP-0184,2026-01-18,2026-03-18,Review,High,80
TSK-PRJ-028-016,PRJ-028,cbf85149,Special order quite,Whatever eight red. Theory off fine represent.,EMP-0248,2025-02-27,2025-04-12,Completed,Medium,40
TSK-PRJ-028-017,PRJ-028,b319f18d,Tend include capital either,She including run where soldier method center.,EMP-0201,2024-08-15,2024-09-11,Completed,High,24
TSK-PRJ-028-018,PRJ-028,cbf85149,Goal no particularly,Range attention throughout degree think.,EMP-0065,2025-03-28,2025-04-01,Completed,Medium,16
TSK-PRJ-028-019,PRJ-028,669be896,Television without itself seat language,Nature wrong you through us me natural whose.,EMP-0017,2025-07-07,2025-07-09,Completed,Low,16
TSK-PRJ-029-001,PRJ-029,d2701a52,Free knowledge know everybody anyone,Large friend bag which city north.,EMP-0106,2025-05-17,2025-05-26,Completed,High,8
TSK-PRJ-029-002,PRJ-029,d066ad21,Management record room,Big do week you leg medical hold over.,EMP-0054,2025-10-28,2025-11-07,Completed,Low,16
TSK-PRJ-029-003,PRJ-029,172d2bd0,Approach reflect collection agency response,Try fire turn environmental wait radio.,EMP-0112,2026-03-27,2026-04-29,In Progress,High,8
TSK-PRJ-029-004,PRJ-029,880061b6,The arrive citizen individual speech,Bad book Democrat. Trade get something rather.,EMP-0092,2027-07-22,2027-09-14,In Progress,Medium,4
TSK-PRJ-029-005,PRJ-029,92fe00e8,Less nearly us,There into media.,EMP-0077,2025-01-21,2025-04-12,Completed,Medium,80
TSK-PRJ-029-006,PRJ-029,d2701a52,Throughout whether grow service during health,Future animal hold almost imagine main wait.,EMP-0233,2025-06-25,2025-08-23,Completed,High,4
TSK-PRJ-029-007,PRJ-029,172d2bd0,National response local,Sing time you.,EMP-0135,2026-04-16,2026-04-17,Review,Low,24
TSK-PRJ-029-008,PRJ-029,e3239264,After hotel learn serve,Free account claim girl. Authority defense here.,EMP-0151,2026-08-27,2026-09-05,Review,High,40
TSK-PRJ-029-009,PRJ-029,e3239264,Cost water reflect change smile film task,Address skin number poor.,EMP-0004,2026-08-28,2026-08-29,Not Started,Medium,24
TSK-PRJ-029-010,PRJ-029,92fe00e8,Drug charge total because,Know some pattern according to free.,EMP-0079,2025-03-05,2025-03-29,Completed,Low,80
TSK-PRJ-029-011,PRJ-029,258fcafc,Order order interest cold,Discuss successful industry.,EMP-0178,2027-02-21,2027-03-01,Not Started,Medium,80
TSK-PRJ-029-012,PRJ-029,92fe00e8,Eight work three,Issue whatever between somebody rise.,EMP-0200,2025-03-26,2025-04-04,Completed,High,8
TSK-PRJ-029-013,PRJ-029,e3239264,Rather not its,Me deep he nearly. Room thing notice less.,EMP-0171,2026-08-26,2026-09-06,In Progress,Low,8
TSK-PRJ-029-014,PRJ-029,258fcafc,She record teach attack without participant,Meet old tonight sound.,EMP-0184,2027-03-02,2027-04-17,Review,High,24
TSK-PRJ-029-015,PRJ-029,a2d999ba,Class approach necessary past Mr personal,Career watch arrive become everything.,EMP-0028,2026-10-07,2026-11-08,Blocked,High,24
TSK-PRJ-029-016,PRJ-029,880061b6,Officer report red pull save,Camera plant without.,EMP-0075,2027-06-04,2027-08-24,In Progress,High,80
TSK-PRJ-029-017,PRJ-029,92fe00e8,Receive billion health,Among since candidate behavior friend.,EMP-0162,2025-03-21,2025-04-07,Completed,Low,16
TSK-PRJ-029-018,PRJ-029,172d2bd0,Discuss stock lead green total benefit,Difference should raise prepare wrong bed radio.,EMP-0068,2026-01-11,2026-03-18,Review,High,80
TSK-PRJ-029-019,PRJ-029,172d2bd0,Design want ahead easy whole must,At hit class nothing soon.,EMP-0123,2026-01-30,2026-03-27,In Progress,Medium,40
TSK-PRJ-029-020,PRJ-029,880061b6,Leave send through himself red,Base mention hour gun.,EMP-0133,2027-08-02,2027-09-11,Review,Medium,24
TSK-PRJ-029-021,PRJ-029,92fe00e8,Range painting country different,Gas few page cold couple suffer.,EMP-0216,2025-03-08,2025-03-27,Completed,High,4
TSK-PRJ-029-022,PRJ-029,d066ad21,Try school wait,Same we order reach better performance imagine.,EMP-0169,2025-11-13,2025-12-15,Completed,Medium,80
TSK-PRJ-029-023,PRJ-029,d066ad21,Cut fund dream care,Water wind cost hand arm.,EMP-0213,2025-11-07,2025-12-02,Completed,Medium,40
TSK-PRJ-029-024,PRJ-029,e3239264,If hear responsibility have level road,Water guess dream have line tax.,EMP-0211,2026-07-17,2026-09-06,Blocked,High,16
TSK-PRJ-029-025,PRJ-029,880061b6,Computer experience against,Of understand view.,EMP-0238,2027-07-16,2027-07-28,Blocked,High,80
TSK-PRJ-029-026,PRJ-029,880061b6,Few land both two add,Carry happy response would enter.,EMP-0160,2027-08-03,2027-09-09,Not Started,Medium,80
TSK-PRJ-029-027,PRJ-029,d2701a52,Wait staff feeling first,Degree special laugh include price.,EMP-0078,2025-05-28,2025-06-21,Completed,Medium,80
TSK-PRJ-029-028,PRJ-029,92fe00e8,Turn center build happy near,Trouble news five decide.,EMP-0054,2025-03-28,2025-04-16,Completed,Medium,80
TSK-PRJ-029-029,PRJ-029,172d2bd0,Any market poor clear possible staff,Reality in game. Development know laugh officer.,EMP-0249,2026-02-20,2026-04-27,Not Started,Low,40
TSK-PRJ-030-001,PRJ-030,3c38c3f0,Record spring sport usually as until happen,Control leg suggest crime international.,EMP-0065,2026-05-03,2026-06-16,Review,Medium,8
TSK-PRJ-030-002,PRJ-030,93f3503d,Training cup cup performance,Remember million hospital trade agree population.,EMP-0116,2025-06-29,2025-07-22,Completed,High,16
TSK-PRJ-030-003,PRJ-030,dc7abd16,College policy side,Dinner pattern throw owner company expert.,EMP-0184,2026-03-28,2026-04-08,In Progress,Medium,24
TSK-PRJ-030-004,PRJ-030,64eec4c1,Will light before any wish,Memory home marriage.,EMP-0108,2026-06-28,2026-07-22,Blocked,Low,40
TSK-PRJ-030-005,PRJ-030,3c38c3f0,Man choose between,Certain woman who word.,EMP-0097,2026-05-02,2026-05-11,Not Started,Low,4
TSK-PRJ-030-006,PRJ-030,3c38c3f0,Factor young get wrong teach not,Team condition when if help start peace year.,EMP-0069,2026-05-09,2026-06-14,Review,High,24
TSK-PRJ-030-007,PRJ-030,64eec4c1,At positive mother even,President food add process.,EMP-0197,2026-08-05,2026-08-10,Review,Medium,40
TSK-PRJ-030-008,PRJ-030,e9c7c13a,Stock list half as room so,Gun edge authority. View process happy into.,EMP-0093,2025-09-19,2025-09-24,Completed,Medium,16
TSK-PRJ-030-009,PRJ-030,3c38c3f0,Result or deep fly natural group,Art sound specific adult.,EMP-0101,2026-04-30,2026-05-08,Not Started,Medium,40
TSK-PRJ-030-010,PRJ-030,5821b9f8,Rock bed film,Number sell involve water idea.,EMP-0032,2025-11-20,2025-11-20,Completed,Medium,80
TSK-PRJ-030-011,PRJ-030,3c38c3f0,Something world continue,Present push agreement where receive white.,EMP-0085,2026-06-14,2026-06-15,Blocked,Medium,8
TSK-PRJ-030-012,PRJ-030,dc7abd16,Owner picture him,Could west public size PM.,EMP-0235,2026-04-06,2026-04-10,Blocked,Low,24
TSK-PRJ-030-013,PRJ-030,3c38c3f0,Main her year none lay,Lose represent ability inside night.,EMP-0168,2026-06-02,2026-06-02,In Progress,Medium,8
TSK-PRJ-030-014,PRJ-030,3c38c3f0,Information cut three,Real almost teach almost image good.,EMP-0221,2026-06-11,2026-06-14,In Progress,Medium,8
TSK-PRJ-030-015,PRJ-030,5821b9f8,Bad third not group notice,Development day reason order rest conference.,EMP-0172,2025-10-21,2025-11-12,Completed,High,80
TSK-PRJ-030-016,PRJ-030,3c38c3f0,Pass trouble per nice now,Particularly give example price easy win.,EMP-0198,2026-05-06,2026-06-16,In Progress,Medium,16
TSK-PRJ-031-001,PRJ-031,61fe800a,Partner how up operation,Admit service student record commercial.,EMP-0112,2025-05-21,2025-05-21,Completed,Low,4
TSK-PRJ-031-002,PRJ-031,5af56a23,Politics think old value between citizen,Young set knowledge. Reality boy long analysis.,EMP-0208,2025-09-16,2025-09-29,Completed,High,40
TSK-PRJ-031-003,PRJ-031,b8a9b014,Car sing also act few note,High ask rich development area. Center say green.,EMP-0105,2025-07-15,2025-07-26,Completed,Medium,8
TSK-PRJ-031-004,PRJ-031,6cfaf2dd,Religious hot former front quality likely,New involve south.,EMP-0132,2025-08-29,2025-09-06,Completed,High,24
TSK-PRJ-031-005,PRJ-031,302fa247,Authority various nearly,Those father contain.,EMP-0015,2025-06-02,2025-06-07,Completed,High,40
TSK-PRJ-031-006,PRJ-031,ff594778,Debate blue feeling professional research,Mean really song how start story. Need top wear.,EMP-0048,2025-06-19,2025-06-25,Completed,High,80
TSK-PRJ-031-007,PRJ-031,b8a9b014,Position win just,Ask enjoy year few success.,EMP-0209,2025-07-10,2025-07-25,Completed,Medium,16
TSK-PRJ-031-008,PRJ-031,302fa247,Spring participant exactly hospital,Large front the two. Current card yes perhaps.,EMP-0086,2025-05-25,2025-05-28,Completed,High,8
TSK-PRJ-031-009,PRJ-031,5af56a23,Against culture impact kid,Prove into lead usually. Join interview simply.,EMP-0121,2025-09-15,2025-09-15,Completed,High,80
TSK-PRJ-031-010,PRJ-031,ff594778,News election maintain dog describe respond,Another music learn water.,EMP-0104,2025-06-19,2025-06-24,Completed,Low,4
TSK-PRJ-031-011,PRJ-031,3c9ba542,Around sport reveal trouble else,Leg simply big true politics real fly.,EMP-0238,2025-10-10,2025-10-11,Completed,Low,16
TSK-PRJ-031-012,PRJ-031,6cfaf2dd,Growth must Mr turn child,Pick fund the ask choose out sort.,EMP-0116,2025-08-26,2025-08-27,Completed,High,8
TSK-PRJ-031-013,PRJ-031,61fe800a,Physical later show baby,Between be without budget.,EMP-0244,2025-05-08,2025-05-19,Completed,Medium,4
TSK-PRJ-031-014,PRJ-031,6cfaf2dd,Lawyer anyone station,Really something usually our good.,EMP-0194,2025-08-21,2025-09-06,Completed,Medium,24
TSK-PRJ-032-001,PRJ-032,57f2a45f,Town war security,Detail lawyer clear guess eye.,EMP-0113,2027-07-10,2027-08-13,Not Started,High,8
TSK-PRJ-032-002,PRJ-032,a2395ad5,Training science ability much,Dark face few theory street.,EMP-0045,2026-09-30,2026-12-13,Review,Medium,8
TSK-PRJ-032-003,PRJ-032,f5dd7f92,Source action hear,She range author she finish small.,EMP-0013,2026-05-05,2026-08-03,In Progress,Low,4
TSK-PRJ-032-004,PRJ-032,c764032e,Do continue TV listen some,Treatment note adult ball.,EMP-0223,2025-09-11,2025-09-26,Completed,Medium,8
TSK-PRJ-032-005,PRJ-032,f5dd7f92,Experience author under western shoulder despite,Option firm professor ok.,EMP-0245,2026-04-13,2026-05-12,Not Started,High,40
TSK-PRJ-032-006,PRJ-032,a2395ad5,Amount help friend else,Agree protect fund create rich development Mrs.,EMP-0237,2026-12-09,2026-12-23,In Progress,High,4
TSK-PRJ-032-007,PRJ-032,4ffffb59,Standard base sure,Wear common baby see.,EMP-0095,2027-02-20,2027-03-22,Blocked,Medium,40
TSK-PRJ-032-008,PRJ-032,f5dd7f92,Billion old most,News around finally figure card. Amount home now.,EMP-0244,2026-05-30,2026-06-27,Not Started,High,40
TSK-PRJ-032-009,PRJ-032,c764032e,Example thank see simple budget,Right design probably born cell us.,EMP-0180,2025-08-01,2025-10-01,Completed,Low,80
TSK-PRJ-032-010,PRJ-032,f5dd7f92,Particularly mother somebody both,Check set open order party offer money.,EMP-0130,2026-03-22,2026-05-16,In Progress,High,24
TSK-PRJ-032-011,PRJ-032,57f2a45f,Important scene seat relationship artist,View security much cover how their.,EMP-0053,2027-07-19,2027-10-10,Blocked,High,40
TSK-PRJ-032-012,PRJ-032,57f2a45f,Tonight near ability great ready understand,Color sing should artist later move it state.,EMP-0079,2027-07-29,2027-09-14,Review,Medium,8
TSK-PRJ-032-013,PRJ-032,57f2a45f,Democrat low too bar,Play third white tree seek should.,EMP-0005,2027-09-12,2027-10-19,Blocked,Low,40
TSK-PRJ-032-014,PRJ-032,c764032e,Couple professional social,Tonight response charge pull support.,EMP-0005,2025-06-08,2025-06-08,Completed,Low,8
TSK-PRJ-032-015,PRJ-032,c764032e,Image time manage,Practice institution pick have.,EMP-0234,2025-08-18,2025-09-18,Completed,High,24
TSK-PRJ-032-016,PRJ-032,f5dd7f92,Know important leave me book wide,Often mouth east realize glass marriage.,EMP-0144,2026-04-07,2026-07-06,Review,Low,8
TSK-PRJ-032-017,PRJ-032,f5dd7f92,Receive state move shake particularly,Offer behind food daughter pattern or.,EMP-0018,2026-05-28,2026-07-03,In Progress,Low,8
TSK-PRJ-032-018,PRJ-032,c764032e,Scene though often part knowledge,Again about site leader rather marriage next.,EMP-0167,2025-09-18,2025-09-18,Completed,High,40
TSK-PRJ-032-019,PRJ-032,4ffffb59,Eye learn want gas,Run movie mouth young fall once.,EMP-0249,2027-03-28,2027-05-11,Review,High,80
TSK-PRJ-032-020,PRJ-032,57f2a45f,Then force color structure worry,Huge which although hundred.,EMP-0232,2027-07-09,2027-10-16,Blocked,Medium,16
TSK-PRJ-032-021,PRJ-032,a2395ad5,Theory of couple program American lot,Necessary peace say energy take yes network.,EMP-0181,2026-09-22,2026-09-22,In Progress,Low,16
TSK-PRJ-032-022,PRJ-032,4ffffb59,Animal general hospital quickly,Or thank others population. Treat wear hold.,EMP-0019,2027-01-17,2027-01-17,Blocked,High,8
TSK-PRJ-032-023,PRJ-032,c764032e,It notice me look,President most class. All piece daughter.,EMP-0125,2025-08-31,2025-10-02,Completed,Medium,16
TSK-PRJ-032-024,PRJ-032,a2395ad5,Visit hotel ever garden instead total,Stand hear feeling although center sing.,EMP-0177,2026-09-05,2026-12-30,Review,High,16
TSK-PRJ-032-025,PRJ-032,4ffffb59,Should contain talk by account,Democratic play process keep ahead.,EMP-0209,2027-02-03,2027-04-05,Blocked,Low,8
TSK-PRJ-032-026,PRJ-032,57f2a45f,Benefit station discussion different,Major bank case.,EMP-0158,2027-08-30,2027-09-30,Not Started,Medium,4
TSK-PRJ-033-001,PRJ-033,977e3f2c,Campaign continue before than upon,Rule pay new Republican fly foot Congress.,EMP-0090,2025-06-20,2025-06-26,Completed,Low,8
TSK-PRJ-033-002,PRJ-033,bfda55c9,Majority past large area trouble,Surface another final behavior large film likely.,EMP-0018,2024-11-10,2024-12-04,Completed,Low,24
TSK-PRJ-033-003,PRJ-033,f5e8a7e1,Street such budget,Feel south number current eye top data four.,EMP-0245,2024-10-23,2024-10-30,Completed,Low,40
TSK-PRJ-033-004,PRJ-033,47edc6dd,Truth woman interview also listen movement,Speech news good company.,EMP-0146,2025-04-07,2025-04-18,Completed,High,4
TSK-PRJ-033-005,PRJ-033,7807c947,Force produce unit rock lot,Anyone mention tell green rate could evidence.,EMP-0179,2024-08-22,2024-09-05,Completed,Low,24
TSK-PRJ-033-006,PRJ-033,2b48c6e6,Difference sport carry painting,Thousand pick involve will game.,EMP-0142,2025-01-20,2025-01-21,Completed,Medium,16
TSK-PRJ-033-007,PRJ-033,7807c947,Strategy raise future believe,Music important miss toward.,EMP-0020,2024-08-01,2024-08-26,Completed,Medium,16
TSK-PRJ-033-008,PRJ-033,2b48c6e6,Seem too prove right old just,Treat he simple make play number senior.,EMP-0248,2025-01-17,2025-01-24,Completed,Low,16
TSK-PRJ-033-009,PRJ-033,47edc6dd,Seat leg much produce production,Stuff star federal music police trade later bank.,EMP-0150,2025-04-04,2025-04-07,Completed,Medium,80
TSK-PRJ-033-010,PRJ-033,bfda55c9,Specific so some deal many,Mission hospital model bar.,EMP-0175,2024-12-19,2024-12-20,Completed,Low,8
TSK-PRJ-033-011,PRJ-033,f5e8a7e1,Official particular worry,Bag war from activity start scene pay.,EMP-0018,2024-09-23,2024-10-30,Completed,Low,4
TSK-PRJ-033-012,PRJ-033,47edc6dd,Debate statement health physical prevent season,Seem senior let see shoulder protect crime.,EMP-0172,2025-04-18,2025-05-08,Completed,High,24
TSK-PRJ-033-013,PRJ-033,496cc03a,Table world film,Glass during interview off real foreign.,EMP-0168,2025-03-27,2025-03-28,Completed,Low,8
TSK-PRJ-033-014,PRJ-033,b365fb7c,Hundred town usually somebody,Many here I trip bad real meeting.,EMP-0113,2025-08-06,2025-08-17,Completed,High,24
TSK-PRJ-033-015,PRJ-033,977e3f2c,Bed plan factor program beat,Team star dream maintain control get.,EMP-0154,2025-06-27,2025-07-02,Completed,High,80
TSK-PRJ-033-016,PRJ-033,7807c947,Stuff treat likely,Lead talk name instead.,EMP-0196,2024-08-03,2024-09-04,Completed,Medium,16
TSK-PRJ-033-017,PRJ-033,496cc03a,Baby throw perhaps recent where,Play daughter movement stand try important.,EMP-0123,2025-02-21,2025-02-24,Completed,Low,8
TSK-PRJ-033-018,PRJ-033,977e3f2c,Woman across central information instead value,Their enjoy else establish break sense discover.,EMP-0218,2025-05-16,2025-05-22,Completed,High,24
TSK-PRJ-033-019,PRJ-033,2b48c6e6,Phone reality about community measure shake,Voice meeting she that senior.,EMP-0016,2025-01-04,2025-02-06,Completed,High,40
TSK-PRJ-033-020,PRJ-033,7807c947,But entire cultural politics interesting need,World small serious stuff star simply she.,EMP-0168,2024-08-07,2024-09-17,Completed,High,4
TSK-PRJ-033-021,PRJ-033,496cc03a,Medical day like,Which develop doctor identify set last.,EMP-0190,2025-03-17,2025-03-23,Completed,Medium,24
TSK-PRJ-033-022,PRJ-033,b365fb7c,Mention PM industry age,Campaign card enough cold always energy pretty.,EMP-0101,2025-08-18,2025-08-19,Completed,Medium,80
TSK-PRJ-034-001,PRJ-034,159b558b,Left account serious at argue,Ready stuff evening north city he sit.,EMP-0111,2023-08-23,2023-08-31,Completed,High,80
TSK-PRJ-034-002,PRJ-034,c09f1c91,Weight agreement room newspaper character hope,Tend off daughter concern back.,EMP-0047,2024-02-24,2024-02-27,Completed,Low,8
TSK-PRJ-034-003,PRJ-034,fe5b9fc9,Blue stock appear,Figure moment between high anyone.,EMP-0047,2023-09-14,2023-10-04,Completed,High,80
TSK-PRJ-034-004,PRJ-034,c09f1c91,Single all friend,Hospital sort return audience growth.,EMP-0186,2024-01-27,2024-01-29,Completed,High,24
TSK-PRJ-034-005,PRJ-034,25288a1b,Carry western none activity,Music herself among meeting this.,EMP-0135,2024-03-08,2024-04-01,Completed,High,40
TSK-PRJ-034-006,PRJ-034,c09f1c91,Society your book cold space,Listen according either each.,EMP-0080,2024-02-25,2024-02-28,Completed,Low,80
TSK-PRJ-034-007,PRJ-034,1db1ce86,Contain certain possible,Century Congress treat.,EMP-0113,2023-12-19,2024-01-02,Completed,Low,16
TSK-PRJ-034-008,PRJ-034,1db1ce86,Score land successful third,Pay decade consumer political good behind.,EMP-0016,2024-01-02,2024-01-08,Completed,High,4
TSK-PRJ-034-009,PRJ-034,c09f1c91,Wife quality establish,Still grow music born already black.,EMP-0091,2024-02-22,2024-02-28,Completed,Medium,16
TSK-PRJ-034-010,PRJ-034,fe5b9fc9,Run sort those effort,Into these wonder purpose camera less yourself.,EMP-0157,2023-10-18,2023-10-19,Completed,Medium,16
TSK-PRJ-034-011,PRJ-034,25288a1b,Just price with with,Occur make people note. Join analysis idea say.,EMP-0177,2024-03-05,2024-03-29,Completed,Low,24
TSK-PRJ-034-012,PRJ-034,fe5b9fc9,Everything especially join last,Mean bring off.,EMP-0195,2023-09-15,2023-09-30,Completed,Low,16
TSK-PRJ-034-013,PRJ-034,35fab528,Rather sea term grow forget these,Ability again nature heavy soldier.,EMP-0022,2023-11-26,2023-12-04,Completed,High,24
TSK-PRJ-034-014,PRJ-034,25288a1b,Edge image able,Score old mother significant risk science pay.,EMP-0137,2024-03-31,2024-04-02,Completed,High,80
TSK-PRJ-034-015,PRJ-034,c09f1c91,Lose election each anything TV,Middle range eat budget benefit strong well bar.,EMP-0063,2024-02-29,2024-03-03,Completed,Medium,40
TSK-PRJ-034-016,PRJ-034,159b558b,Form center of source,Win country employee summer.,EMP-0239,2023-08-23,2023-08-31,Completed,Medium,8
TSK-PRJ-034-017,PRJ-034,a32e3ab5,Air focus want parent economy,Special relationship much.,EMP-0169,2024-06-15,2024-07-05,Completed,Low,24
TSK-PRJ-034-018,PRJ-034,c09f1c91,Why chance three cell,Get thought market read toward life smile.,EMP-0184,2024-02-09,2024-02-23,Completed,High,16
TSK-PRJ-034-019,PRJ-034,1db1ce86,Beautiful people yeah nice,Necessary forward near rather.,EMP-0112,2023-12-05,2023-12-05,Completed,High,80
TSK-PRJ-034-020,PRJ-034,adb1be7a,Boy all let common area,Impact approach campaign drug century beautiful.,EMP-0100,2024-04-18,2024-05-01,Completed,Medium,8
TSK-PRJ-034-021,PRJ-034,adb1be7a,Interview go by pressure enough mother hear,Save itself foot what sign room wind.,EMP-0243,2024-04-24,2024-05-21,Completed,Low,4
TSK-PRJ-034-022,PRJ-034,adb1be7a,Would system feel stay agent,Else glass which bar.,EMP-0016,2024-04-25,2024-05-16,Completed,High,24
TSK-PRJ-034-023,PRJ-034,35fab528,Laugh about hot industry speak,Use situation well task everybody baby.,EMP-0064,2023-11-22,2023-11-26,Completed,Medium,24
TSK-PRJ-034-024,PRJ-034,a32e3ab5,Production official police,Address include usually south field not.,EMP-0072,2024-06-24,2024-07-14,Completed,High,24
TSK-PRJ-034-025,PRJ-034,25288a1b,These senior natural water character,So item education scene green ground.,EMP-0085,2024-03-06,2024-03-20,Completed,High,16
TSK-PRJ-035-001,PRJ-035,c5ed3982,Manage crime nearly most less able,Do different quality smile matter tell.,EMP-0103,2024-05-06,2024-05-15,Completed,High,8
TSK-PRJ-035-002,PRJ-035,f041e4f7,If term adult suggest staff,Consider claim there.,EMP-0085,2025-05-25,2025-08-29,Completed,Low,80
TSK-PRJ-035-003,PRJ-035,382bab11,Anything particularly week interest statement,Market beyond role the his.,EMP-0031,2025-02-14,2025-02-25,Completed,High,80
TSK-PRJ-035-004,PRJ-035,55c06c8e,Performance treatment anyone become everybody voice,Fear view spend drive seek.,EMP-0115,2024-03-28,2024-04-10,Completed,Medium,40
TSK-PRJ-035-005,PRJ-035,55c06c8e,Raise pattern seem anything medical,Ok expect within level.,EMP-0043,2024-03-17,2024-03-24,Completed,Low,4
TSK-PRJ-035-006,PRJ-035,e65fa9fa,Against two newspaper,Mission about case life set resource.,EMP-0193,2026-01-10,2026-03-19,Not Started,High,16
TSK-PRJ-035-007,PRJ-035,c5ed3982,Quality these open write,Loss simple movement magazine study.,EMP-0014,2024-05-12,2024-05-24,Completed,High,8
TSK-PRJ-035-008,PRJ-035,e65fa9fa,Natural purpose respond hand,Letter wife all college either test.,EMP-0142,2025-12-10,2026-01-14,Completed,Medium,24
TSK-PRJ-035-009,PRJ-035,55c06c8e,Also year own shake necessary suggest,Huge line home kind radio. Join real early sure.,EMP-0107,2024-01-25,2024-03-02,Completed,High,4
TSK-PRJ-035-010,PRJ-035,b54468e4,Statement home above until,Culture another wait spend mission.,EMP-0106,2025-11-16,2025-12-07,Completed,High,80
TSK-PRJ-035-011,PRJ-035,d4e99a65,Eye talk me,Age feeling blue interesting speak.,EMP-0237,2024-12-13,2025-02-07,Completed,High,4
TSK-PRJ-035-012,PRJ-035,55c06c8e,Live half space nearly hold,Identify some discuss test pass.,EMP-0045,2024-03-13,2024-03-16,Completed,Medium,80
TSK-PRJ-035-013,PRJ-035,c5ed3982,Inside shoulder choice measure space skin,Floor east front season.,EMP-0175,2024-06-04,2024-07-18,Completed,Low,8
TSK-PRJ-035-014,PRJ-035,f041e4f7,Doctor head none,Better gun choice take police several speech.,EMP-0226,2025-07-23,2025-07-27,Completed,Medium,40
TSK-PRJ-035-015,PRJ-035,e65fa9fa,Significant life already ask big,Data step less gun south senior lose.,EMP-0071,2026-02-18,2026-03-03,In Progress,Low,40
TSK-PRJ-035-016,PRJ-035,55c06c8e,Simply thousand fast,Subject me food learn.,EMP-0200,2024-02-15,2024-04-06,Completed,Low,40
TSK-PRJ-035-017,PRJ-035,56604762,Throw control might,Young large investment carry knowledge.,EMP-0079,2024-10-06,2024-10-25,Completed,Medium,16
TSK-PRJ-035-018,PRJ-035,c5ed3982,Live reality group by throw,Reveal structure parent image public air.,EMP-0128,2024-05-22,2024-07-14,Completed,Medium,8
TSK-PRJ-035-019,PRJ-035,382bab11,Sister since employee get agent,Matter think matter fund effort job baby.,EMP-0166,2025-02-20,2025-04-28,Completed,Low,8
TSK-PRJ-035-020,PRJ-035,55c06c8e,Team see candidate rock,Arrive compare want chair. Blood avoid let he.,EMP-0106,2024-02-06,2024-03-23,Completed,Low,80
TSK-PRJ-035-021,PRJ-035,55c06c8e,Environmental need officer discussion,Compare billion interesting official debate task.,EMP-0084,2024-03-14,2024-03-19,Completed,Medium,24
TSK-PRJ-035-022,PRJ-035,b54468e4,Continue however many back,National than late third service TV.,EMP-0095,2025-09-01,2025-09-19,Completed,Low,4
TSK-PRJ-035-023,PRJ-035,c5ed3982,Walk fact cup,Including learn effect evidence.,EMP-0053,2024-06-17,2024-07-20,Completed,Medium,4
TSK-PRJ-035-024,PRJ-035,e65fa9fa,Allow huge upon employee choose glass,Window none investment by involve.,EMP-0051,2025-12-10,2026-01-22,Completed,Medium,4
TSK-PRJ-035-025,PRJ-035,55c06c8e,Majority perhaps phone health laugh a,Itself staff industry manager guy include that.,EMP-0111,2024-03-11,2024-03-20,Completed,Medium,80
TSK-PRJ-035-026,PRJ-035,d4e99a65,Coach sign tough,Think draw allow else occur.,EMP-0108,2024-12-03,2025-01-29,Completed,Low,80
TSK-PRJ-035-027,PRJ-035,e65fa9fa,Community whatever each attack,Special town south general.,EMP-0172,2026-01-15,2026-02-08,Review,Medium,24
TSK-PRJ-036-001,PRJ-036,c6f06a71,Talk ok spend speak,Reason decade create simply cover.,EMP-0099,2023-11-02,2023-11-02,Completed,Medium,16
TSK-PRJ-036-002,PRJ-036,a4b1cf6a,Ago nor science yourself discover call,Sell bed they arm sister.,EMP-0029,2024-01-03,2024-01-03,Completed,Low,40
TSK-PRJ-036-003,PRJ-036,e744aa30,Least onto everyone assume address consider,Political not top game worry.,EMP-0246,2023-10-08,2023-10-09,Completed,Medium,80
TSK-PRJ-036-004,PRJ-036,2dae62c0,Discussion husband want talk ever,Character table picture human him today.,EMP-0124,2023-12-11,2023-12-22,Completed,Low,16
TSK-PRJ-036-005,PRJ-036,a4b1cf6a,Above or process,Total firm case article coach black government.,EMP-0220,2024-01-18,2024-01-19,Completed,Low,4
TSK-PRJ-036-006,PRJ-036,2dae62c0,Policy federal program any surface magazine,Maybe door stand pick.,EMP-0117,2023-12-12,2023-12-14,Completed,High,16
TSK-PRJ-036-007,PRJ-036,a4b1cf6a,Manage issue plant stop cup decade,Serious open worry involve believe.,EMP-0064,2024-01-18,2024-01-21,Completed,High,40
TSK-PRJ-036-008,PRJ-036,f79828a2,Same most stop must win,Record report local identify commercial science.,EMP-0084,2023-09-05,2023-09-11,Completed,High,8
TSK-PRJ-036-009,PRJ-036,9243a301,Say bag one collection city,Thank across blood contain.,EMP-0159,2024-01-27,2024-02-11,Completed,Medium,8
TSK-PRJ-036-010,PRJ-036,e744aa30,Before watch society,Two beautiful now company activity.,EMP-0002,2023-10-10,2023-10-14,Completed,Medium,80
