assignment_id,task_id,employee_id,role,start_date,end_date,allocated_hours
c33be859,TSK-PRJ-019-004,EMP-0147,Lead,2026-03-19,2026-03-20,8
ed4d303c,TSK-PRJ-019-004,EMP-0136,Reviewer,2026-03-19,2026-03-20,2
3628746c,TSK-PRJ-019-005,EMP-0047,Lead,2027-09-08,2027-09-08,8
cbf829fb,TSK-PRJ-019-006,EMP-0129,Lead,2026-06-19,2026-08-02,24
1a7d5a41,TSK-PRJ-019-006,EMP-0090,Reviewer,2026-06-19,2026-08-02,6
6fd90254,TSK-PRJ-019-006,EMP-0046,QA,2026-06-19,2026-08-02,6
9c74ced5,TSK-PRJ-019-006,EMP-0164,Support,2026-06-19,2026-08-02,8
2a0b22ab,TSK-PRJ-019-007,EMP-0150,Lead,2027-10-06,2027-10-26,4
290e9997,TSK-PRJ-019-007,EMP-0184,QA,2027-10-06,2027-10-26,1
36ce365b,TSK-PRJ-019-007,EMP-0013,Reviewer,2027-10-06,2027-10-26,1
e3fb72a4,TSK-PRJ-019-008,EMP-0013,Lead,2027-09-18,2027-09-19,40
2d555edd,TSK-PRJ-019-009,EMP-0047,Lead,2027-08-30,2027-09-06,16
5e163455,TSK-PRJ-019-010,EMP-0237,Lead,2025-11-12,2025-12-06,16
59b7950d,TSK-PRJ-019-010,EMP-0014,Support,2025-11-12,2025-12-06,5
947e63b9,TSK-PRJ-019-010,EMP-0186,Reviewer,2025-11-12,2025-12-06,1
ef5cb6c3,TSK-PRJ-019-011,EMP-0180,Lead,2027-02-16,2027-02-20,8
9927c876,TSK-PRJ-019-012,EMP-0135,Lead,2026-09-19,2026-10-07,16
bbe51d02,TSK-PRJ-019-012,EMP-0091,Support,2026-09-19,2026-10-07,7
4c0781a9,TSK-PRJ-019-012,EMP-0247,QA,2026-09-19,2026-10-07,6
7f9aec6a,TSK-PRJ-019-012,EMP-0020,QA,2026-09-19,2026-10-07,7
c2d12706,TSK-PRJ-019-013,EMP-0177,Lead,2027-08-24,2027-09-15,40
322b1938,TSK-PRJ-019-014,EMP-0056,Lead,2025-12-05,2026-02-01,16
8e3e7fc5,TSK-PRJ-019-014,EMP-0043,Support,2025-12-05,2026-02-01,6
d2ab2064,TSK-PRJ-019-014,EMP-0208,Reviewer,2025-12-05,2026-02-01,5
6adc1e64,TSK-PRJ-019-014,EMP-0067,QA,2025-12-05,2026-02-01,1
820face4,TSK-PRJ-019-015,EMP-0154,Lead,2026-01-01,2026-01-24,4
e8e525e3,TSK-PRJ-019-015,EMP-0226,QA,2026-01-01,2026-01-24,1
6fdd2139,TSK-PRJ-019-016,EMP-0001,Lead,2027-01-07,2027-03-04,8
e60e26a9,TSK-PRJ-019-017,EMP-0123,Lead,2027-07-25,2027-09-12,4
7f253c84,TSK-PRJ-019-018,EMP-0039,Lead,2027-10-02,2027-11-21,80
52518df0,TSK-PRJ-019-018,EMP-0173,QA,2027-10-02,2027-11-21,23
dc8fe24a,TSK-PRJ-019-019,EMP-0086,Lead,2026-05-31,2026-06-14,8
0d60b6ad,TSK-PRJ-019-019,EMP-0133,QA,2026-05-31,2026-06-14,1
bacd62ec,TSK-PRJ-019-019,EMP-0200,Support,2026-05-31,2026-06-14,3
ec62b30e,TSK-PRJ-019-019,EMP-0169,QA,2026-05-31,2026-06-14,1
110e0a1d,TSK-PRJ-019-020,EMP-0172,Lead,2026-03-27,2026-03-29,16
a4233a70,TSK-PRJ-019-021,EMP-0115,Lead,2026-04-16,2026-04-17,8
23294408,TSK-PRJ-019-022,EMP-0010,Lead,2026-11-27,2026-12-04,16
54d524b0,TSK-PRJ-019-022,EMP-0167,Reviewer,2026-11-27,2026-12-04,7
00b60e38,TSK-PRJ-019-022,EMP-0053,Support,2026-11-27,2026-12-04,5
6cbc7e60,TSK-PRJ-019-023,EMP-0146,Lead,2026-05-05,2026-05-23,16
9c404722,TSK-PRJ-019-023,EMP-0250,Support,2026-05-05,2026-05-23,3
0bdff995,TSK-PRJ-019-023,EMP-0198,Reviewer,2026-05-05,2026-05-23,7
0c0f60cf,TSK-PRJ-019-024,EMP-0013,Lead,2026-10-17,2026-11-22,24
b04ad305,TSK-PRJ-019-024,EMP-0225,Reviewer,2026-10-17,2026-11-22,2
01b8ed45,TSK-PRJ-019-024,EMP-0205,Support,2026-10-17,2026-11-22,3
63c606ca,TSK-PRJ-019-024,EMP-0112,QA,2026-10-17,2026-11-22,9
c83ec176,TSK-PRJ-019-025,EMP-0099,Lead,2027-01-22,2027-03-07,16
8128ed78,TSK-PRJ-019-025,EMP-0070,Reviewer,2027-01-22,2027-03-07,6
4bb64f5a,TSK-PRJ-019-025,EMP-0244,Support,2027-01-22,2027-03-07,2
c355a42b,TSK-PRJ-019-025,EMP-0031,QA,2027-01-22,2027-03-07,3
dbe271e5,TSK-PRJ-020-001,EMP-0071,Lead,2024-08-10,2024-08-13,8
29aab1f8,TSK-PRJ-020-001,EMP-0136,QA,2024-08-10,2024-08-13,1
286c3f34,TSK-PRJ-020-001,EMP-0192,Support,2024-08-10,2024-08-13,1
1c22abff,TSK-PRJ-020-002,EMP-0045,Lead,2024-09-02,2024-09-06,4
d03ed6d2,TSK-PRJ-020-003,EMP-0083,Lead,2024-07-21,2024-07-23,40
2cafd8c0,TSK-PRJ-020-003,EMP-0137,QA,2024-07-21,2024-07-23,8
b8acb24e,TSK-PRJ-020-003,EMP-0157,Reviewer,2024-07-21,2024-07-23,15
d1f2a8db,TSK-PRJ-020-003,EMP-0216,Reviewer,2024-07-21,2024-07-23,18
e0fc3fae,TSK-PRJ-020-004,EMP-0035,Lead,2024-05-30,2024-06-03,80
7e1ba5de,TSK-PRJ-020-004,EMP-0040,Reviewer,2024-05-30,2024-06-03,13
f4d26c8e,TSK-PRJ-020-005,EMP-0014,Lead,2024-09-25,2024-09-30,80
df0be051,TSK-PRJ-020-006,EMP-0228,Lead,2024-10-09,2024-10-17,16
43785f05,TSK-PRJ-020-007,EMP-0106,Lead,2024-09-28,2024-09-29,40
a14aa4c8,TSK-PRJ-020-007,EMP-0078,Reviewer,2024-09-28,2024-09-29,5
18f8b769,TSK-PRJ-020-007,EMP-0221,QA,2024-09-28,2024-09-29,7
f2a5e387,TSK-PRJ-020-007,EMP-0197,Support,2024-09-28,2024-09-29,15
c0f886bd,TSK-PRJ-020-008,EMP-0059,Lead,2024-07-07,2024-07-14,24
3d8ad150,TSK-PRJ-020-008,EMP-0091,QA,2024-07-07,2024-07-14,5
502a70e9,TSK-PRJ-020-008,EMP-0207,QA,2024-07-07,2024-07-14,6
fd6b3059,TSK-PRJ-020-009,EMP-0052,Lead,2024-05-06,2024-05-23,40
800e9bec,TSK-PRJ-020-009,EMP-0045,Reviewer,2024-05-06,2024-05-23,18
920b03da,TSK-PRJ-020-009,EMP-0174,QA,2024-05-06,2024-05-23,9
9a5a96c0,TSK-PRJ-020-009,EMP-0138,QA,2024-05-06,2024-05-23,17
c0983768,TSK-PRJ-020-010,EMP-0185,Lead,2024-10-18,2024-10-24,80
58f25b67,TSK-PRJ-020-010,EMP-0217,Reviewer,2024-10-18,2024-10-24,21
ec187737,TSK-PRJ-020-010,EMP-0165,QA,2024-10-18,2024-10-24,11
999cbaf9,TSK-PRJ-020-010,EMP-0222,Reviewer,2024-10-18,2024-10-24,25
222b1dd1,TSK-PRJ-020-011,EMP-0171,Lead,2024-06-26,2024-06-28,24
a6fb8fa9,TSK-PRJ-020-012,EMP-0160,Lead,2024-08-02,2024-08-13,40
21374392,TSK-PRJ-020-013,EMP-0098,Lead,2024-06-13,2024-06-14,8
b168b04a,TSK-PRJ-020-013,EMP-0116,QA,2024-06-13,2024-06-14,2
16fe18f8,TSK-PRJ-020-013,EMP-0042,Support,2024-06-13,2024-06-14,3
c10a59d2,TSK-PRJ-020-013,EMP-0133,QA,2024-06-13,2024-06-14,2
c4222d52,TSK-PRJ-020-014,EMP-0081,Lead,2024-08-29,2024-09-06,40
4981672e,TSK-PRJ-020-014,EMP-0241,Reviewer,2024-08-29,2024-09-06,11
3d231498,TSK-PRJ-020-015,EMP-0135,Lead,2024-05-08,2024-05-11,40
068442ca,TSK-PRJ-020-015,EMP-0229,Reviewer,2024-05-08,2024-05-11,9
b7ce3179,TSK-PRJ-021-001,EMP-0234,Lead,2025-12-09,2026-01-09,16
0dc5bfb6,TSK-PRJ-021-001,EMP-0153,Reviewer,2025-12-09,2026-01-09,6
4826449f,TSK-PRJ-021-002,EMP-0086,Lead,2026-07-17,2026-09-18,16
527d7808,TSK-PRJ-021-003,EMP-0197,Lead,2028-07-01,2028-07-22,16
a296a479,TSK-PRJ-021-004,EMP-0156,Lead,2028-01-03,2028-02-10,24
a787453d,TSK-PRJ-021-004,EMP-0175,Support,2028-01-03,2028-02-10,11
f64f3a3b,TSK-PRJ-021-005,EMP-0238,Lead,2027-04-24,2027-04-24,80
d8ce3005,TSK-PRJ-021-006,EMP-0039,Lead,2026-06-15,2026-08-29,16
7da1e96a,TSK-PRJ-021-007,EMP-0153,Lead,2029-07-22,2029-07-27,40
353b597d,TSK-PRJ-021-007,EMP-0085,QA,2029-07-22,2029-07-27,7
fdf86210,TSK-PRJ-021-007,EMP-0146,Support,2029-07-22,2029-07-27,18
bc43377b,TSK-PRJ-021-008,EMP-0030,Lead,2027-12-26,2028-01-07,16
0437f076,TSK-PRJ-021-009,EMP-0112,Lead,2027-01-04,2027-01-16,8
044628f6,TSK-PRJ-021-009,EMP-0221,Reviewer,2027-01-04,2027-01-16,1
4b5e5448,TSK-PRJ-021-009,EMP-0174,Support,2027-01-04,2027-01-16,1
8380186b,TSK-PRJ-021-009,EMP-0160,Support,2027-01-04,2027-01-16,2
ed1cadcf,TSK-PRJ-021-010,EMP-0020,Lead,2027-09-07,2027-09-20,4
457ca8bc,TSK-PRJ-021-011,EMP-0102,Lead,2029-07-20,2029-07-29,4
771844b2,TSK-PRJ-021-011,EMP-0249,Reviewer,2029-07-20,2029-07-29,1
530df200,TSK-PRJ-021-011,EMP-0231,Support,2029-07-20,2029-07-29,1
5f8e4e27,TSK-PRJ-021-011,EMP-0096,Support,2029-07-20,2029-07-29,1
fe1dd7a7,TSK-PRJ-021-012,EMP-0103,Lead,2026-08-26,2026-10-09,80
0c53fdc5,TSK-PRJ-021-012,EMP-0078,QA,2026-08-26,2026-10-09,30
5ea2b389,TSK-PRJ-021-012,EMP-0153,QA,2026-08-26,2026-10-09,13
77439b31,TSK-PRJ-021-012,EMP-0147,QA,2026-08-26,2026-10-09,17
d608a0ff,TSK-PRJ-021-013,EMP-0240,Lead,2028-02-06,2028-03-05,80
c8b3b36b,TSK-PRJ-021-013,EMP-0063,Reviewer,2028-02-06,2028-03-05,15
a8494db6,TSK-PRJ-021-013,EMP-0158,QA,2028-02-06,2028-03-05,38
db8cad02,TSK-PRJ-021-014,EMP-0065,Lead,2029-01-06,2029-01-08,4
e87f04c1,TSK-PRJ-021-014,EMP-0240,QA,2029-01-06,2029-01-08,1
468d5fa1,TSK-PRJ-021-015,EMP-0234,Lead,2029-01-05,2029-01-19,8
5d73f02d,TSK-PRJ-021-015,EMP-0069,QA,2029-01-05,2029-01-19,2
d13076b8,TSK-PRJ-021-016,EMP-0056,Lead,2028-10-16,2028-10-28,80
dcbc66f5,TSK-PRJ-021-016,EMP-0203,Reviewer,2028-10-16,2028-10-28,39
d90b8d03,TSK-PRJ-021-017,EMP-0162,Lead,2026-10-15,2026-10-17,8
c6c02dc3,TSK-PRJ-021-017,EMP-0074,QA,2026-10-15,2026-10-17,3
d46be0f2,TSK-PRJ-021-018,EMP-0186,Lead,2028-12-29,2029-01-28,4
28fda294,TSK-PRJ-021-018,EMP-0020,QA,2028-12-29,2029-01-28,1
0fc44567,TSK-PRJ-021-018,EMP-0099,Support,2028-12-29,2029-01-28,1
9e8fcbcf,TSK-PRJ-021-018,EMP-0083,Support,2028-12-29,2029-01-28,1
22ef5535,TSK-PRJ-021-019,EMP-0173,Lead,2028-12-16,2029-01-18,16
a8024eb6,TSK-PRJ-021-019,EMP-0137,QA,2028-12-16,2029-01-18,4
637f6f55,TSK-PRJ-021-019,EMP-0049,Support,2028-12-16,2029-01-18,7
e4228150,TSK-PRJ-021-020,EMP-0183,Lead,2026-05-11,2026-05-12,24
6f59a98e,TSK-PRJ-021-020,EMP-0179,Support,2026-05-11,2026-05-12,6
86126456,TSK-PRJ-021-020,EMP-0003,QA,2026-05-11,2026-05-12,9
6cba4702,TSK-PRJ-021-021,EMP-0016,Lead,2026-11-16,2027-01-06,4
2b721350,TSK-PRJ-021-021,EMP-0122,QA,2026-11-16,2027-01-06,1
d07311ba,TSK-PRJ-021-021,EMP-0065,QA,2026-11-16,2027-01-06,1
06f1af34,TSK-PRJ-021-021,EMP-0215,Reviewer,2026-11-16,2027-01-06,1
de34c4d3,TSK-PRJ-021-022,EMP-0001,Lead,2028-02-04,2028-02-18,16
961b7c53,TSK-PRJ-021-022,EMP-0187,QA,2028-02-04,2028-02-18,5
9562b6d9,TSK-PRJ-021-022,EMP-0144,Support,2028-02-04,2028-02-18,7
c7f73e19,TSK-PRJ-021-023,EMP-0181,Lead,2027-12-09,2028-02-25,16
42cbb969,TSK-PRJ-021-024,EMP-0036,Lead,2028-12-04,2029-01-26,16
31d61141,TSK-PRJ-021-025,EMP-0005,Lead,2028-09-22,2028-12-09,80
a28042ba,TSK-PRJ-021-025,EMP-0127,QA,2028-09-22,2028-12-09,28
345b428c,TSK-PRJ-021-025,EMP-0009,Reviewer,2028-09-22,2028-12-09,13
ddd89ebd,TSK-PRJ-021-025,EMP-0166,Support,2028-09-22,2028-12-09,18
44c11aad,TSK-PRJ-022-001,EMP-0002,Lead,2024-07-05,2024-07-09,8
3e245c76,TSK-PRJ-022-001,EMP-0213,Support,2024-07-05,2024-07-09,1
793abbe8,TSK-PRJ-022-001,EMP-0238,Reviewer,2024-07-05,2024-07-09,3
7f7dbc0a,TSK-PRJ-022-002,EMP-0099,Lead,2024-06-13,2024-06-30,16
8fa84ec0,TSK-PRJ-022-002,EMP-0008,Reviewer,2024-06-13,2024-06-30,4
c890b43d,TSK-PRJ-022-002,EMP-0118,QA,2024-06-13,2024-06-30,4
b47b0924,TSK-PRJ-022-002,EMP-0223,Support,2024-06-13,2024-06-30,6
b88a24b1,TSK-PRJ-022-003,EMP-0124,Lead,2024-06-08,2024-06-14,8
792715d4,TSK-PRJ-022-003,EMP-0162,Support,2024-06-08,2024-06-14,1
ab22eb19,TSK-PRJ-022-003,EMP-0122,QA,2024-06-08,2024-06-14,3
33b8ae5d,TSK-PRJ-022-004,EMP-0168,Lead,2024-12-10,2024-12-20,4
2a9acf17,TSK-PRJ-022-004,EMP-0029,QA,2024-12-10,2024-12-20,1
e7bdb9d2,TSK-PRJ-022-005,EMP-0118,Lead,2024-05-13,2024-05-25,24
771ea95d,TSK-PRJ-022-005,EMP-0207,Support,2024-05-13,2024-05-25,9
19293656,TSK-PRJ-022-005,EMP-0086,Support,2024-05-13,2024-05-25,4
7c3374ae,TSK-PRJ-022-006,EMP-0187,Lead,2024-03-16,2024-04-02,24
3d6ff039,TSK-PRJ-022-006,EMP-0242,Reviewer,2024-03-16,2024-04-02,7
7c3d7b49,TSK-PRJ-022-006,EMP-0050,QA,2024-03-16,2024-04-02,7
a5587878,TSK-PRJ-022-006,EMP-0096,QA,2024-03-16,2024-04-02,7
b982fd52,TSK-PRJ-022-007,EMP-0086,Lead,2024-11-02,2024-11-19,80
f28ffb4f,TSK-PRJ-022-007,EMP-0091,Reviewer,2024-11-02,2024-11-19,13
0cee55c6,TSK-PRJ-022-007,EMP-0223,QA,2024-11-02,2024-11-19,8
24476cf8,TSK-PRJ-022-008,EMP-0240,Lead,2024-03-28,2024-04-07,80
4e2402c5,TSK-PRJ-022-009,EMP-0136,Lead,2024-02-20,2024-02-21,4
a8a7b440,TSK-PRJ-022-009,EMP-0031,Reviewer,2024-02-20,2024-02-21,1
dc8ceab5,TSK-PRJ-022-009,EMP-0171,QA,2024-02-20,2024-02-21,1
7da5a008,TSK-PRJ-022-010,EMP-0096,Lead,2024-04-05,2024-04-05,24
c73edd40,TSK-PRJ-022-010,EMP-0130,Reviewer,2024-04-05,2024-04-05,5
e1760a31,TSK-PRJ-022-010,EMP-0237,QA,2024-04-05,2024-04-05,9
79cebed1,TSK-PRJ-022-011,EMP-0203,Lead,2024-12-22,2024-12-29,40
08cdaaea,TSK-PRJ-022-011,EMP-0022,Support,2024-12-22,2024-12-29,8
2427b93e,TSK-PRJ-022-012,EMP-0186,Lead,2024-03-09,2024-04-03,80
fddb5c6e,TSK-PRJ-022-013,EMP-0241,Lead,2024-10-01,2024-10-01,4
03cdd7a4,TSK-PRJ-022-013,EMP-0174,Reviewer,2024-10-01,2024-10-01,1
a1ca9354,TSK-PRJ-022-013,EMP-0175,Support,2024-10-01,2024-10-01,1
2a00003e,TSK-PRJ-022-014,EMP-0051,Lead,2024-10-04,2024-10-07,4
18f59446,TSK-PRJ-022-014,EMP-0039,Reviewer,2024-10-04,2024-10-07,1
1fd8dcd1,TSK-PRJ-022-015,EMP-0225,Lead,2024-08-09,2024-08-22,24
a74a5aa7,TSK-PRJ-022-016,EMP-0010,Lead,2024-07-18,2024-08-23,24
392050ba,TSK-PRJ-022-016,EMP-0240,Support,2024-07-18,2024-08-23,7
187e5a61,TSK-PRJ-022-016,EMP-0115,Reviewer,2024-07-18,2024-08-23,10
ad0c054e,TSK-PRJ-022-016,EMP-0218,Support,2024-07-18,2024-08-23,11
08f042ed,TSK-PRJ-022-017,EMP-0012,Lead,2024-08-05,2024-08-08,16
e850ad62,TSK-PRJ-022-017,EMP-0069,QA,2024-08-05,2024-08-08,3
bd25e429,TSK-PRJ-022-017,EMP-0189,Reviewer,2024-08-05,2024-08-08,6
2baa4128,TSK-PRJ-023-001,EMP-0106,Lead,2026-10-02,2026-11-06,40
a39d41fc,TSK-PRJ-023-001,EMP-0192,Support,2026-10-02,2026-11-06,14
3914342b,TSK-PRJ-023-001,EMP-0035,Reviewer,2026-10-02,2026-11-06,4
85432556,TSK-PRJ-023-001,EMP-0075,Support,2026-10-02,2026-11-06,15
80369f61,TSK-PRJ-023-002,EMP-0025,Lead,2025-12-10,2025-12-20,16
0c00207a,TSK-PRJ-023-002,EMP-0199,QA,2025-12-10,2025-12-20,2
55ad1993,TSK-PRJ-023-002,EMP-0186,Reviewer,2025-12-10,2025-12-20,3
f4bb00b3,TSK-PRJ-023-003,EMP-0006,Lead,2026-06-26,2026-08-18,40
9dc3d2a3,TSK-PRJ-023-003,EMP-0215,Support,2026-06-26,2026-08-18,16
ffd16bb4,TSK-PRJ-023-004,EMP-0214,Lead,2026-06-09,2026-06-10,40
14d2405b,TSK-PRJ-023-004,EMP-0033,QA,2026-06-09,2026-06-10,17
73a1872e,TSK-PRJ-023-005,EMP-0121,Lead,2025-09-24,2025-10-01,24
6ac494c2,TSK-PRJ-023-005,EMP-0178,Reviewer,2025-09-24,2025-10-01,3
230c1da7,TSK-PRJ-023-005,EMP-0033,Reviewer,2025-09-24,2025-10-01,9
21f9dd6e,TSK-PRJ-023-005,EMP-0226,Reviewer,2025-09-24,2025-10-01,4
d6fb1c44,TSK-PRJ-023-006,EMP-0109,Lead,2026-04-02,2026-04-23,16
6ec5ee8c,TSK-PRJ-023-006,EMP-0054,Reviewer,2026-04-02,2026-04-23,2
a2d9cd29,TSK-PRJ-023-007,EMP-0206,Lead,2025-11-21,2025-12-11,16
368cb553,TSK-PRJ-023-007,EMP-0245,QA,2025-11-21,2025-12-11,7
9335ca85,TSK-PRJ-023-007,EMP-0061,Support,2025-11-21,2025-12-11,6
b2347c81,TSK-PRJ-023-008,EMP-0107,Lead,2025-09-06,2025-10-23,16
552b85f0,TSK-PRJ-023-009,EMP-0072,Lead,2026-03-06,2026-03-06,4
19b487d7,TSK-PRJ-023-010,EMP-0188,Lead,2026-02-09,2026-03-08,8
419c0127,TSK-PRJ-023-010,EMP-0192,Support,2026-02-09,2026-03-08,2
8ab1577b,TSK-PRJ-023-010,EMP-0129,Reviewer,2026-02-09,2026-03-08,3
fbe5fc2b,TSK-PRJ-023-011,EMP-0183,Lead,2026-06-16,2026-08-11,24
53836097,TSK-PRJ-023-012,EMP-0184,Lead,2027-02-06,2027-03-28,24
d1e1b440,TSK-PRJ-023-013,EMP-0224,Lead,2025-11-20,2025-12-25,80
d3440ea3,TSK-PRJ-023-013,EMP-0190,QA,2025-11-20,2025-12-25,16
f0c480c1,TSK-PRJ-023-014,EMP-0192,Lead,2025-10-12,2025-10-14,80
41af04a6,TSK-PRJ-023-014,EMP-0234,Reviewer,2025-10-12,2025-10-14,31
e9549d88,TSK-PRJ-023-014,EMP-0176,QA,2025-10-12,2025-10-14,11
bc3bbb4b,TSK-PRJ-023-015,EMP-0179,Lead,2026-05-09,2026-05-11,16
5a0f9dc0,TSK-PRJ-023-016,EMP-0242,Lead,2025-09-30,2025-10-12,8
258febe4,TSK-PRJ-023-016,EMP-0022,QA,2025-09-30,2025-10-12,2
0e18ad08,TSK-PRJ-023-016,EMP-0163,QA,2025-09-30,2025-10-12,2
c9713747,TSK-PRJ-023-017,EMP-0150,Lead,2026-11-25,2026-12-27,16
202403e7,TSK-PRJ-023-017,EMP-0103,Reviewer,2026-11-25,2026-12-27,7
d62d9b65,TSK-PRJ-023-018,EMP-0088,Lead,2026-11-16,2026-12-25,4
91aa7826,TSK-PRJ-023-019,EMP-0161,Lead,2025-09-10,2025-10-30,16
f0fa56e3,TSK-PRJ-023-019,EMP-0207,QA,2025-09-10,2025-10-30,7
53580fef,TSK-PRJ-023-019,EMP-0234,Support,2025-09-10,2025-10-30,4
4d120d03,TSK-PRJ-023-019,EMP-0250,Reviewer,2025-09-10,2025-10-30,7
b19a9cbc,TSK-PRJ-023-020,EMP-0168,Lead,2027-02-08,2027-03-19,4
4f38f23d,TSK-PRJ-023-020,EMP-0081,Support,2027-02-08,2027-03-19,1
4adb4446,TSK-PRJ-023-020,EMP-0199,Reviewer,2027-02-08,2027-03-19,1
512bc06a,TSK-PRJ-023-020,EMP-0026,Reviewer,2027-02-08,2027-03-19,1
82f96a0f,TSK-PRJ-023-021,EMP-0216,Lead,2027-02-17,2027-03-19,8
aa9559cf,TSK-PRJ-023-021,EMP-0180,Reviewer,2027-02-17,2027-03-19,2
610006ee,TSK-PRJ-023-022,EMP-0044,Lead,2026-07-03,2026-07-10,40
e280df0b,TSK-PRJ-023-022,EMP-0005,Reviewer,2026-07-03,2026-07-10,12
e5232adb,TSK-PRJ-023-022,EMP-0073,Reviewer,2026-07-03,2026-07-10,7
fb300623,TSK-PRJ-023-022,EMP-0243,QA,2026-07-03,2026-07-10,9
8edffc0d,TSK-PRJ-024-001,EMP-0187,Lead,2025-12-27,2026-01-10,24
3cd30f3d,TSK-PRJ-024-002,EMP-0027,Lead,2026-02-12,2026-03-02,16
394b98f2,TSK-PRJ-024-002,EMP-0036,Reviewer,2026-02-12,2026-03-02,6
9bff4a6a,TSK-PRJ-024-002,EMP-0181,Support,2026-02-12,2026-03-02,2
571980f1,TSK-PRJ-024-002,EMP-0170,Reviewer,2026-02-12,2026-03-02,7
9d80cd2f,TSK-PRJ-024-003,EMP-0140,Lead,2025-12-11,2025-12-12,80
7bd498d0,TSK-PRJ-024-003,EMP-0209,Reviewer,2025-12-11,2025-12-12,22
bf9765b1,TSK-PRJ-024-003,EMP-0031,Support,2025-12-11,2025-12-12,28
bce148df,TSK-PRJ-024-004,EMP-0163,Lead,2026-05-21,2026-05-22,24
405913ab,TSK-PRJ-024-004,EMP-0122,Support,2026-05-21,2026-05-22,6
41e406b9,TSK-PRJ-024-004,EMP-0153,Support,2026-05-21,2026-05-22,10
513d0069,TSK-PRJ-024-005,EMP-0097,Lead,2026-02-02,2026-02-03,80
cbb7882c,TSK-PRJ-024-006,EMP-0057,Lead,2026-05-05,2026-05-07,80
da103739,TSK-PRJ-024-007,EMP-0129,Lead,2026-02-28,2026-03-02,8
4669f768,TSK-PRJ-024-007,EMP-0145,Support,2026-02-28,2026-03-02,2
49b88721,TSK-PRJ-024-007,EMP-0023,Reviewer,2026-02-28,2026-03-02,3
3ac5e17d,TSK-PRJ-024-008,EMP-0100,Lead,2025-12-11,2025-12-15,8
748f4304,TSK-PRJ-024-009,EMP-0059,Lead,2025-11-18,2025-11-21,80
71cddba6,TSK-PRJ-024-009,EMP-0173,Reviewer,2025-11-18,2025-11-21,35
99651c91,TSK-PRJ-024-010,EMP-0046,Lead,2025-11-07,2025-11-20,16
d2b6a5d3,TSK-PRJ-024-010,EMP-0128,Reviewer,2025-11-07,2025-11-20,2
acbf0a99,TSK-PRJ-024-011,EMP-0047,Lead,2025-10-28,2025-11-18,4
3c782140,TSK-PRJ-024-012,EMP-0075,Lead,2026-02-05,2026-02-06,80
eac2bf6c,TSK-PRJ-024-012,EMP-0038,Support,2026-02-05,2026-02-06,33
a9fea1b5,TSK-PRJ-024-012,EMP-0013,Reviewer,2026-02-05,2026-02-06,18
7d53a8bb,TSK-PRJ-024-012,EMP-0055,Reviewer,2026-02-05,2026-02-06,21
39e29a6d,TSK-PRJ-024-013,EMP-0088,Lead,2026-05-10,2026-05-10,40
18d31006,TSK-PRJ-024-013,EMP-0141,Reviewer,2026-05-10,2026-05-10,17
576aa70a,TSK-PRJ-024-013,EMP-0181,QA,2026-05-10,2026-05-10,13
f7b8beb7,TSK-PRJ-024-013,EMP-0233,Reviewer,2026-05-10,2026-05-10,17
5b3b94bb,TSK-PRJ-024-014,EMP-0054,Lead,2026-04-20,2026-04-22,16
e47dd05e,TSK-PRJ-024-014,EMP-0201,QA,2026-04-20,2026-04-22,7
f826d7d2,TSK-PRJ-024-015,EMP-0143,Lead,2026-02-13,2026-02-21,8
28bbe6fd,TSK-PRJ-024-015,EMP-0088,Reviewer,2026-02-13,2026-02-21,3
9a86ab58,TSK-PRJ-024-016,EMP-0145,Lead,2026-01-30,2026-01-31,80
c55bba63,TSK-PRJ-024-016,EMP-0235,QA,2026-01-30,2026-01-31,30
199fc57d,TSK-PRJ-024-017,EMP-0217,Lead,2025-12-01,2025-12-08,24
85f839b6,TSK-PRJ-024-017,EMP-0016,Support,2025-12-01,2025-12-08,7
905d2920,TSK-PRJ-024-018,EMP-0095,Lead,2026-03-29,2026-03-31,16
8411974f,TSK-PRJ-024-019,EMP-0216,Lead,2025-12-23,2026-01-08,40
17e46eb7,TSK-PRJ-024-019,EMP-0217,Reviewer,2025-12-23,2026-01-08,7
1986a61a,TSK-PRJ-024-019,EMP-0107,Reviewer,2025-12-23,2026-01-08,6
9ecf9252,TSK-PRJ-024-019,EMP-0022,Support,2025-12-23,2026-01-08,8
1ebf333b,TSK-PRJ-024-020,EMP-0196,Lead,2025-12-12,2025-12-12,40
b5f5aeea,TSK-PRJ-024-020,EMP-0074,Support,2025-12-12,2025-12-12,9
2289020f,TSK-PRJ-024-020,EMP-0192,QA,2025-12-12,2025-12-12,18
6967aec0,TSK-PRJ-024-020,EMP-0062,Support,2025-12-12,2025-12-12,16
a874329c,TSK-PRJ-024-021,EMP-0153,Lead,2026-05-12,2026-05-21,40
a7e9840e,TSK-PRJ-024-021,EMP-0190,Support,2026-05-12,2026-05-21,19
56e30cd2,TSK-PRJ-024-021,EMP-0116,Support,2026-05-12,2026-05-21,13
320a17c7,TSK-PRJ-024-021,EMP-0248,Support,2026-05-12,2026-05-21,13
ad5c5f36,TSK-PRJ-024-022,EMP-0179,Lead,2026-03-12,2026-03-27,16
c4c6774f,TSK-PRJ-024-022,EMP-0051,Support,2026-03-12,2026-03-27,7
a01d3239,TSK-PRJ-024-022,EMP-0213,Support,2026-03-12,2026-03-27,2
d4226871,TSK-PRJ-024-023,EMP-0150,Lead,2026-01-05,2026-01-09,24
